"","...1","symbol","date","open","high","low","close","volume","adjusted","name","currency","exchange","industry","logo","weburl","environment_grade","environment_level","social_grade","social_level","governance_grade","governance_level","environment_score","social_score","governance_score","total_score","last_processing_date","total_grade","total_level","cik","baseline_price","after_shock","day","log_price","Industrials","Health Care","Information Technology","Utilities","Financials","Materials","Consumer Discretionary","Real Estate","Communication Services","Consumer Staples","Energy"
"59",59,"AOS",2022-11-01,55.2900009155273,55.7200012207031,54.0999984741211,54.5999984741211,1110000,51.6965980529785,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,0,22,4.00003385480436,1,0,0,0,0,0,0,0,0,0,0
"60",60,"AOS",2022-11-02,54.3300018310547,55.8300018310547,53.7000007629395,53.7000007629395,1144700,50.8444595336914,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,0,23,3.98341301572226,1,0,0,0,0,0,0,0,0,0,0
"61",61,"AOS",2022-11-03,53.25,54.7799987792969,53.0800018310547,54.3699989318848,1099000,51.4788284301758,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,0,24,3.99581251151252,1,0,0,0,0,0,0,0,0,0,0
"62",62,"AOS",2022-11-04,55.1699981689453,56.2200012207031,54.9799995422363,55.9799995422363,1008500,53.0032043457031,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,0,25,4.02499447591004,1,0,0,0,0,0,0,0,0,0,0
"63",63,"AOS",2022-11-07,56.0999984741211,57.0299987792969,55.3600006103516,56.9099998474121,992000,53.8837738037109,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,0,28,4.04147106993382,1,0,0,0,0,0,0,0,0,0,0
"64",64,"AOS",2022-11-08,57.1599998474121,57.3699989318848,55.5299987792969,55.9700012207031,1092400,52.9937400817871,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,0,29,4.02481585471322,1,0,0,0,0,0,0,0,0,0,0
"65",65,"AOS",2022-11-09,55.3300018310547,55.9000015258789,54.9700012207031,55.0499992370605,983400,52.1226654052734,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,30,4.00824184930966,1,0,0,0,0,0,0,0,0,0,0
"66",66,"AOS",2022-11-10,57.5400009155273,59.4099998474121,57.0200004577637,59.2799987792969,1431200,56.1277351379395,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,31,4.08227196039567,1,0,0,0,0,0,0,0,0,0,0
"67",67,"AOS",2022-11-11,59.0099983215332,60.7400016784668,58.5400009155273,60,1229800,56.8094520568848,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,32,4.0943445622221,1,0,0,0,0,0,0,0,0,0,0
"68",68,"AOS",2022-11-14,59.6500015258789,60.1599998474121,59.2400016784668,59.5099983215332,1361300,56.3455009460449,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,35,4.08614433745197,1,0,0,0,0,0,0,0,0,0,0
"69",69,"AOS",2022-11-15,60.2599983215332,61.2299995422363,59.9300003051758,60.3899993896484,992300,57.1787147521973,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,36,4.10082351821298,1,0,0,0,0,0,0,0,0,0,0
"70",70,"AOS",2022-11-16,60.0800018310547,60.439998626709,59.5099983215332,59.7999992370605,578700,56.6200752258301,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,37,4.0910056481984,1,0,0,0,0,0,0,0,0,0,0
"71",71,"AOS",2022-11-17,58.7999992370605,60.1300010681152,58.3600006103516,60.0999984741211,762700,56.9041328430176,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,38,4.09600981615216,1,0,0,0,0,0,0,0,0,0,0
"72",72,"AOS",2022-11-18,61.2599983215332,61.4099998474121,60.4900016784668,61.2799987792969,1082300,58.0213851928711,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,39,4.11545350551225,1,0,0,0,0,0,0,0,0,0,0
"73",73,"AOS",2022-11-21,60.9500007629395,61.5800018310547,60.6300010681152,61.4000015258789,1190600,58.1350059509277,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,42,4.11740986000454,1,0,0,0,0,0,0,0,0,0,0
"74",74,"AOS",2022-11-22,61.5999984741211,62.2099990844727,61.310001373291,61.9000015258789,884300,58.6084213256836,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,43,4.12552020434126,1,0,0,0,0,0,0,0,0,0,0
"75",75,"AOS",2022-11-23,61.8800010681152,62.3899993896484,61.4300003051758,61.5299987792969,863400,58.2580909729004,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,44,4.11952484091325,1,0,0,0,0,0,0,0,0,0,0
"76",76,"AOS",2022-11-25,61.689998626709,62.2000007629395,61.4799995422363,61.8600006103516,455700,58.5705451965332,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,46,4.12487377712358,1,0,0,0,0,0,0,0,0,0,0
"77",77,"AOS",2022-11-28,61.3899993896484,61.6500015258789,59.7099990844727,59.7599983215332,764300,56.5822105407715,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,49,4.09033651273777,1,0,0,0,0,0,0,0,0,0,0
"78",78,"AOS",2022-11-29,59.560001373291,60.75,59.1399993896484,60.4900016784668,1482900,57.2733955383301,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,50,4.10247808986666,1,0,0,0,0,0,0,0,0,0,0
"79",79,"AOS",2022-11-30,60.2000007629395,60.7400016784668,58.8400001525879,60.7400016784668,2099500,57.5100975036621,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,51,4.10660248725123,1,0,0,0,0,0,0,0,0,0,0
"80",80,"AOS",2022-12-01,60.939998626709,62.0099983215332,60.0499992370605,60.4799995422363,1090800,57.2639236450195,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,52,4.10231272430243,1,0,0,0,0,0,0,0,0,0,0
"81",81,"AOS",2022-12-02,59.5099983215332,60.6500015258789,59.1199989318848,60.3800010681152,930000,57.1692390441895,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,53,4.10065794196858,1,0,0,0,0,0,0,0,0,0,0
"82",82,"AOS",2022-12-05,59.7299995422363,60.0299987792969,59.189998626709,59.8199996948242,1092400,56.6390228271484,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,56,4.09134004810023,1,0,0,0,0,0,0,0,0,0,0
"83",83,"AOS",2022-12-06,59.8199996948242,60.2599983215332,58.7000007629395,59.3699989318848,926400,56.2129516601562,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,57,4.08378903029176,1,0,0,0,0,0,0,0,0,0,0
"84",84,"AOS",2022-12-07,59.25,59.6800003051758,59.0400009155273,59.2700004577637,668000,56.1182746887207,"A O Smith Corp","USD","NEW YORK STOCK EXCHANGE, INC.","Building","https://static.finnhub.io/logo/73381be8-80eb-11ea-b385-00000000092a.png","https://www.aosmith.com/","A","High","BB","Medium","BB","Medium",510,315,310,1135,"16-04-2022","BBB","High",91142,49.5800018310547,1,58,4.08210328352311,1,0,0,0,0,0,0,0,0,0,0
"85",85,"ABT",2022-10-10,102.120002746582,102.319999694824,100.319999694824,101.129997253418,4044600,94.951042175293,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,0,4.61640679075515,0,1,0,0,0,0,0,0,0,0,0
"86",86,"ABT",2022-10-11,100.849998474121,102.75,100.089996337891,101.75,5304800,95.5331726074219,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,1,4.6225188243227,0,1,0,0,0,0,0,0,0,0,0
"87",87,"ABT",2022-10-12,101.25,101.910003662109,100.059997558594,100.080001831055,4106200,93.9651947021484,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,2,4.60596988445457,0,1,0,0,0,0,0,0,0,0,0
"88",88,"ABT",2022-10-13,97.9300003051758,103.080001831055,97.6800003051758,102.470001220703,6250900,96.6631240844727,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,3,4.62957008472441,0,1,0,0,0,0,0,0,0,0,0
"89",89,"ABT",2022-10-14,103.180000305176,103.919998168945,100.790000915527,100.910003662109,6087200,95.191535949707,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,4,4.61422906676728,0,1,0,0,0,0,0,0,0,0,0
"90",90,"ABT",2022-10-17,102.120002746582,103.949996948242,101.870002746582,103.519996643066,7315800,97.6536102294922,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,7,4.63976479832471,0,1,0,0,0,0,0,0,0,0,0
"91",91,"ABT",2022-10-18,105.809997558594,106.669998168945,104.660003662109,104.980003356934,8943900,99.0308685302734,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,8,4.65376988780104,0,1,0,0,0,0,0,0,0,0,0
"92",92,"ABT",2022-10-19,101,101.169998168945,96.3199996948242,98.1100006103516,18525200,92.5502014160156,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,9,4.58608930439639,0,1,0,0,0,0,0,0,0,0,0
"93",93,"ABT",2022-10-20,96.5199966430664,97.7399978637695,95.0100021362305,95.2099990844727,12651200,89.8145446777344,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,10,4.55608496868173,0,1,0,0,0,0,0,0,0,0,0
"94",94,"ABT",2022-10-21,94.3499984741211,95.5199966430664,93.25,95.0599975585938,9859000,89.6730346679688,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,11,4.55450824550307,0,1,0,0,0,0,0,0,0,0,0
"95",95,"ABT",2022-10-24,96.0500030517578,98.4899978637695,95.9000015258789,98.2900009155273,8118000,92.7199935913086,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,14,4.58792230189309,0,1,0,0,0,0,0,0,0,0,0
"96",96,"ABT",2022-10-25,98.0699996948242,98.9000015258789,97.6600036621094,97.9499969482422,7114400,92.3992691040039,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,15,4.58445711323427,0,1,0,0,0,0,0,0,0,0,0
"97",97,"ABT",2022-10-26,98.0899963378906,99.5199966430664,97.879997253418,98.4199981689453,8290100,92.8426361083984,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,16,4.58924401683333,0,1,0,0,0,0,0,0,0,0,0
"98",98,"ABT",2022-10-27,98.6699981689453,98.6699981689453,96.7699966430664,96.9300003051758,6610000,91.4370651245117,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,17,4.57398907165293,0,1,0,0,0,0,0,0,0,0,0
"99",99,"ABT",2022-10-28,97.3199996948242,100.019996643066,97.1999969482422,99.4899978637695,5768100,93.8519973754883,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,18,4.60005711512946,0,1,0,0,0,0,0,0,0,0,0
"100",100,"ABT",2022-10-31,99.129997253418,99.5,98.1500015258789,98.9400024414062,5885600,93.3331604003906,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,21,4.59451363047519,0,1,0,0,0,0,0,0,0,0,0
"101",101,"ABT",2022-11-01,99.620002746582,100.319999694824,98.6399993896484,99.3099975585938,5249400,93.6821975708008,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,22,4.59824624633158,0,1,0,0,0,0,0,0,0,0,0
"102",102,"ABT",2022-11-02,98.7300033569336,101.230003356934,98.0199966430664,98.0400009155273,5196700,92.4841766357422,"Abbott Laboratories","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","https://static.finnhub.io/logo/d90fadbf0b79644dfb7ab6f63b510b0e690db067d5a36ebcbaebaf342c0728d0.png","https://www.abbott.com/","A","High","BB","Medium","BB","Medium",515,305,305,1125,"16-04-2022","BBB","High",1800,101.129997253418,0,23,4.58537556799822,0,1,0,0,0,0,0,0,0,0,0
